loc_id,ensembl,width
LOC106565328,ENSSSAG00000092808,17605
LOC106565329,ENSSSAG00000063275,158273
LOC106565330,ENSSSAG00000072096,305168
LOC106565332,ENSSSAG00000074292,3888
LOC106565333,ENSSSAG00000074283,1598
LOC106565334,ENSSSAG00000085133,8585
LOC106565337,ENSSSAG00000078617,7832
LOC106565341,ENSSSAG00000078803,76694
LOC106565342,ENSSSAG00000079720,2646
LOC106565343,ENSSSAG00000054177,31215
LOC106565344,ENSSSAG00000079787,25349
LOC106565345,ENSSSAG00000099819,23711
LOC106565346,ENSSSAG00000079897,25301
LOC106565347,ENSSSAG00000079941,20586
LOC106565348,ENSSSAG00000103102,6595
LOC106565349,ENSSSAG00000079950,12162
LOC106565350,ENSSSAG00000079977,25411
LOC106565352,ENSSSAG00000080010,17370
LOC106565353,ENSSSAG00000080023,14792
LOC106565355,ENSSSAG00000080053,1678
LOC106565365,ENSSSAG00000019460,120186
LOC106565367,ENSSSAG00000080326,14966
LOC106565368,ENSSSAG00000080591,14043
LOC106565369,ENSSSAG00000048401,11860
LOC106565371,ENSSSAG00000080847,99243
LOC106565372,ENSSSAG00000080892,25246
LOC106565373,ENSSSAG00000080957,49985
LOC106565375,ENSSSAG00000081081,50062
LOC106565377,ENSSSAG00000081086,5162
LOC106565378,ENSSSAG00000081093,3979
LOC106565379,ENSSSAG00000081119,43112
LOC106565380,ENSSSAG00000081119,2369
LOC106565381,ENSSSAG00000081206,29800
LOC106565382,ENSSSAG00000081213,7786
LOC106565383,ENSSSAG00000081222,5274
LOC106565384,ENSSSAG00000085297,6807
LOC106565385,ENSSSAG00000094321,7729
LOC106565386,ENSSSAG00000039366,24039
LOC106565388,ENSSSAG00000042258,3835
LOC106565389,ENSSSAG00000110427,2886
LOC106565391,ENSSSAG00000044306,26144
LOC106565392,ENSSSAG00000098742,10376
LOC106565393,ENSSSAG00000044409,7231
LOC106565394,ENSSSAG00000048597,170775
LOC106565395,ENSSSAG00000107607,6724
LOC106565396,ENSSSAG00000082650,2046
LOC106565397,ENSSSAG00000044443,6101
LOC106565398,ENSSSAG00000104909,12516
LOC106565399,ENSSSAG00000053457,25896
LOC106565400,ENSSSAG00000045620,16218
LOC106565401,ENSSSAG00000045826,11915
LOC106565402,ENSSSAG00000045783,16202
LOC106565403,ENSSSAG00000045772,4034
LOC106565404,ENSSSAG00000052994,1029
LOC106565405,ENSSSAG00000045834,19663
LOC106565406,ENSSSAG00000045856,11661
LOC106565407,ENSSSAG00000103800,3021
LOC106565408,ENSSSAG00000047201,31608
LOC106565409,ENSSSAG00000045949,31985
LOC106565410,ENSSSAG00000047075,27072
LOC106565411,ENSSSAG00000088694,8352
LOC106565412,ENSSSAG00000053584,7875
LOC106565414,ENSSSAG00000086753,30115
LOC106565415,ENSSSAG00000053756,4706
LOC106565416,ENSSSAG00000053772,43704
LOC106565418,ENSSSAG00000070171,33923
LOC106565419,ENSSSAG00000089670,42349
LOC106565420,ENSSSAG00000054245,6442
LOC106565421,ENSSSAG00000054114,7669
LOC106565422,ENSSSAG00000054396,2029
LOC106565423,ENSSSAG00000054396,34620
LOC106565424,ENSSSAG00000054710,2293
LOC106565425,ENSSSAG00000105567,5306
LOC106565426,ENSSSAG00000106221,3831
LOC106565427,ENSSSAG00000114701,15431
LOC106565428,ENSSSAG00000055460,51226
LOC106565429,ENSSSAG00000093593,38173
LOC106565430,ENSSSAG00000054710,17701
LOC106565431,ENSSSAG00000093567,29682
LOC106565432,ENSSSAG00000119317,99963
LOC106565434,ENSSSAG00000066152,20306
LOC106565435,ENSSSAG00000062891,51818
LOC106565437,ENSSSAG00000110386,16642
LOC106565438,ENSSSAG00000095268,3630
LOC106565439,ENSSSAG00000104771,18163
LOC106565440,ENSSSAG00000064959,6473
LOC106565441,ENSSSAG00000063060,26321
LOC106565442,ENSSSAG00000063060,26311
LOC106565443,ENSSSAG00000064977,5041
LOC106565444,ENSSSAG00000065034,10067
LOC106565445,ENSSSAG00000066132,4019
LOC106565446,ENSSSAG00000081242,7633
LOC106565447,ENSSSAG00000120192,32193
LOC106565448,ENSSSAG00000066064,10190
LOC106565449,ENSSSAG00000066082,74119
LOC106565450,ENSSSAG00000066219,3632
LOC106565451,ENSSSAG00000066258,14231
LOC106565452,ENSSSAG00000113311,55408
LOC106565453,ENSSSAG00000066559,30006
LOC106565454,ENSSSAG00000062874,31538
LOC106565455,ENSSSAG00000081177,33281
LOC106565456,ENSSSAG00000048018,11150
LOC106565457,ENSSSAG00000062888,6106
LOC106565458,ENSSSAG00000066669,12323
LOC106565459,ENSSSAG00000066751,9343
LOC106565460,ENSSSAG00000081910,751
LOC106565462,ENSSSAG00000066824,4445
LOC106565463,ENSSSAG00000067342,15569
LOC106565464,ENSSSAG00000004375,57591
LOC106565465,ENSSSAG00000067343,12511
LOC106565466,ENSSSAG00000006727,181675
LOC106565468,ENSSSAG00000006727,715
LOC106565470,ENSSSAG00000116708,19571
LOC106565471,ENSSSAG00000116708,1511
LOC106565472,ENSSSAG00000047881,2493
LOC106565473,ENSSSAG00000063224,40072
LOC106565474,ENSSSAG00000047905,42641
LOC106565476,ENSSSAG00000097016,169290
LOC106565477,ENSSSAG00000069806,3113
LOC106565478,ENSSSAG00000069809,15676
LOC106565481,ENSSSAG00000062968,7073
LOC106565490,ENSSSAG00000091331,5038
LOC106565491,ENSSSAG00000038576,38240
LOC106565493,ENSSSAG00000053825,3676
LOC106565496,ENSSSAG00000062931,7463
LOC106565498,ENSSSAG00000079716,8106
LOC106565499,ENSSSAG00000079729,18126
LOC106565500,ENSSSAG00000079941,4028
LOC106565502,ENSSSAG00000089175,2310
LOC106565506,ENSSSAG00000080892,3555
LOC106565508,ENSSSAG00000045636,1625
LOC106565510,ENSSSAG00000085110,2412
LOC106565512,ENSSSAG00000047887,4825
LOC106565513,ENSSSAG00000047887,5799
LOC106565520,ENSSSAG00000086397,4497
LOC106565521,ENSSSAG00000068519,26226
LOC106565522,ENSSSAG00000067394,82768
LOC106565525,ENSSSAG00000067332,3869
LOC106565528,ENSSSAG00000067095,26035
LOC106565529,ENSSSAG00000067062,60691
LOC106565530,ENSSSAG00000063745,6852
LOC106565531,ENSSSAG00000055564,4965
LOC106565532,ENSSSAG00000054229,17895
LOC106565533,ENSSSAG00000082995,13287
LOC106565534,ENSSSAG00000117700,2449
LOC106565535,ENSSSAG00000054176,15437
LOC106565536,ENSSSAG00000068519,1449
LOC106565537,ENSSSAG00000046239,35032
LOC106565538,ENSSSAG00000046054,15305
LOC106565540,ENSSSAG00000102332,3934
LOC106565542,ENSSSAG00000092123,12126
LOC106565546,ENSSSAG00000043566,20185
LOC106565548,ENSSSAG00000115270,1155
LOC106565550,ENSSSAG00000043372,11658
LOC106565551,ENSSSAG00000043372,6356
LOC106565552,ENSSSAG00000043372,19629
LOC106565553,ENSSSAG00000068536,39441
LOC106565555,ENSSSAG00000043159,4305
LOC106565557,ENSSSAG00000041790,7597
LOC106565558,ENSSSAG00000039837,18484
LOC106565560,ENSSSAG00000087813,2758
LOC106565561,ENSSSAG00000039008,5397
LOC106565563,ENSSSAG00000114199,55610
LOC106565564,ENSSSAG00000038686,6291
LOC106565565,ENSSSAG00000081208,99256
LOC106565566,ENSSSAG00000068594,54769
LOC106565567,ENSSSAG00000081204,4520
LOC106565568,ENSSSAG00000081065,61261
LOC106565569,ENSSSAG00000081034,13600
LOC106565570,ENSSSAG00000081022,9034
LOC106565571,ENSSSAG00000081022,1060
LOC106565572,ENSSSAG00000068653,136402
LOC106565575,ENSSSAG00000080924,581
LOC106565576,ENSSSAG00000080876,58789
LOC106565577,ENSSSAG00000080857,17855
LOC106565578,ENSSSAG00000094754,3743
LOC106565581,ENSSSAG00000080864,28687
LOC106565583,ENSSSAG00000084657,123478
LOC106565584,ENSSSAG00000084657,3242
LOC106565585,ENSSSAG00000042011,29540
LOC106565586,ENSSSAG00000119669,85919
LOC106565587,ENSSSAG00000079810,15315
LOC106565588,ENSSSAG00000112393,13383
LOC106565589,ENSSSAG00000079782,25395
LOC106565592,ENSSSAG00000098839,74414
LOC106565594,ENSSSAG00000070160,116199
LOC106565596,ENSSSAG00000070160,2230
LOC106565597,ENSSSAG00000094905,24750
LOC106565598,ENSSSAG00000067400,3355
LOC106565599,ENSSSAG00000099974,38701
LOC106565603,ENSSSAG00000038428,1916
LOC106565604,ENSSSAG00000087823,3272
LOC106565606,ENSSSAG00000067088,4636
LOC106565607,ENSSSAG00000085004,3819
LOC106565608,ENSSSAG00000039724,2218
LOC106565612,ENSSSAG00000047979,4962
LOC106565613,ENSSSAG00000068820,19554
LOC106565614,ENSSSAG00000121437,20760
LOC106565616,ENSSSAG00000118892,39476
LOC106565618,ENSSSAG00000068814,11003
LOC106565619,ENSSSAG00000058625,34184
LOC106565620,ENSSSAG00000058564,1857
LOC106565622,ENSSSAG00000077869,30103
LOC106565623,ENSSSAG00000090963,16527
LOC106565625,ENSSSAG00000055604,37168
LOC106565628,ENSSSAG00000042349,8585
LOC106565629,ENSSSAG00000078351,59071
LOC106565630,ENSSSAG00000042336,14642
LOC106565633,ENSSSAG00000042317,5704
LOC106565639,ENSSSAG00000040727,13706
LOC106565640,ENSSSAG00000040280,44319
LOC106565641,ENSSSAG00000117740,1801
LOC106565643,ENSSSAG00000039500,2244
LOC106565644,ENSSSAG00000114629,5379
LOC106565645,ENSSSAG00000089379,2171
LOC106565646,ENSSSAG00000038376,7736
LOC106565647,ENSSSAG00000038376,5736
LOC106565648,ENSSSAG00000099921,2411
LOC106565649,ENSSSAG00000068820,1080
LOC106565650,ENSSSAG00000078064,7071
LOC106565661,ENSSSAG00000077109,70276
LOC106565662,ENSSSAG00000077109,643
LOC106565663,ENSSSAG00000104980,8328
LOC106565664,ENSSSAG00000009864,19298
LOC106565665,ENSSSAG00000076669,28964
LOC106565666,ENSSSAG00000076797,5359
LOC106565667,ENSSSAG00000120933,3709
LOC106565668,ENSSSAG00000121652,6472
LOC106565669,ENSSSAG00000101910,19944
LOC106565670,ENSSSAG00000015806,13344
LOC106565671,ENSSSAG00000076542,78254
LOC106565672,ENSSSAG00000076529,17049
LOC106565673,ENSSSAG00000076519,9473
LOC106565674,ENSSSAG00000076497,7941
LOC106565675,ENSSSAG00000107483,5667
LOC106565677,ENSSSAG00000076483,6739
LOC106565679,ENSSSAG00000041458,15690
LOC106565680,ENSSSAG00000076430,19171
LOC106565682,ENSSSAG00000085267,20912
LOC106565683,ENSSSAG00000097934,6522
LOC106565690,ENSSSAG00000038886,1215
LOC106565693,ENSSSAG00000095492,9461
LOC106565694,ENSSSAG00000095492,67359
LOC106565696,ENSSSAG00000083486,63959
LOC106565700,ENSSSAG00000059331,215725
LOC106565701,ENSSSAG00000118889,43812
LOC106565704,ENSSSAG00000072806,4528
LOC106565705,ENSSSAG00000072806,14631
LOC106565706,ENSSSAG00000081352,21230
LOC106565707,ENSSSAG00000081352,6462
LOC106565708,ENSSSAG00000081351,35234
LOC106565709,ENSSSAG00000072827,6003
LOC106565710,ENSSSAG00000081234,30615
LOC106565711,ENSSSAG00000081234,9784
LOC106565712,ENSSSAG00000081234,2879
LOC106565713,ENSSSAG00000074495,206072
LOC106565716,ENSSSAG00000103465,45680
LOC106565718,ENSSSAG00000069012,35296
LOC106565719,ENSSSAG00000112784,14342
LOC106565720,ENSSSAG00000081010,9249
LOC106565722,ENSSSAG00000080999,10167
LOC106565723,ENSSSAG00000080989,7580
LOC106565725,ENSSSAG00000080978,2155
LOC106565726,ENSSSAG00000080978,197980
LOC106565727,ENSSSAG00000080512,253267
LOC106565728,ENSSSAG00000079074,114539
LOC106565729,ENSSSAG00000078592,87493
LOC106565730,ENSSSAG00000078091,87291
LOC106565731,ENSSSAG00000086913,10810
LOC106565733,ENSSSAG00000112642,21987
LOC106565734,ENSSSAG00000090342,3248
LOC106565735,ENSSSAG00000118265,4605
LOC106565737,ENSSSAG00000077724,40109
LOC106565740,ENSSSAG00000069045,45116
LOC106565742,ENSSSAG00000077695,3594
LOC106565743,ENSSSAG00000077659,28794
LOC106565744,ENSSSAG00000077601,42755
LOC106565747,ENSSSAG00000098200,12353
LOC106565748,ENSSSAG00000077574,3688
LOC106565749,ENSSSAG00000054019,163395
LOC106565750,ENSSSAG00000070029,67208
LOC106565751,ENSSSAG00000034408,166917
LOC106565752,ENSSSAG00000052801,3720
LOC106565753,ENSSSAG00000116454,11788
LOC106565754,ENSSSAG00000043762,90496
LOC106565755,ENSSSAG00000043153,103590
LOC106565757,ENSSSAG00000043049,6430
LOC106565758,ENSSSAG00000093082,16378
LOC106565759,ENSSSAG00000036227,6859
LOC106565760,ENSSSAG00000035547,20451
LOC106565761,ENSSSAG00000034408,18388
LOC106565762,ENSSSAG00000035232,22016
LOC106565763,ENSSSAG00000092788,2423
LOC106565765,ENSSSAG00000092612,3119
LOC106565767,ENSSSAG00000015673,5591
LOC106565770,ENSSSAG00000010443,4155
LOC106565771,ENSSSAG00000008592,16040
LOC106565773,ENSSSAG00000008520,615
LOC106565774,ENSSSAG00000008513,2803
LOC106565775,ENSSSAG00000008505,2990
LOC106565776,ENSSSAG00000008494,2002
LOC106565778,ENSSSAG00000008483,14905
LOC106565779,ENSSSAG00000006599,12089
LOC106565780,ENSSSAG00000110755,7381
LOC106565781,ENSSSAG00000006547,7613
LOC106565783,ENSSSAG00000005687,13150
LOC106565784,ENSSSAG00000005546,56575
LOC106565785,ENSSSAG00000005509,16881
LOC106565786,ENSSSAG00000086335,6328
LOC106565788,ENSSSAG00000005505,55285
LOC106565789,ENSSSAG00000005047,93587
LOC106565790,ENSSSAG00000113795,6250
LOC106565791,ENSSSAG00000004998,1237
LOC106565792,ENSSSAG00000004998,221
LOC106565793,ENSSSAG00000004953,34920
LOC106565794,ENSSSAG00000004266,20955
LOC106565795,ENSSSAG00000081301,26077
LOC106565796,ENSSSAG00000111766,18095
LOC106565797,ENSSSAG00000081297,2760
LOC106565798,ENSSSAG00000081100,378177
LOC106565800,ENSSSAG00000081100,9248
LOC106565802,ENSSSAG00000081051,22750
LOC106565803,ENSSSAG00000081039,13295
LOC106565804,ENSSSAG00000081051,15925
LOC106565805,ENSSSAG00000102513,11278
LOC106565806,ENSSSAG00000080939,10383
LOC106565807,ENSSSAG00000109190,32786
LOC106565811,ENSSSAG00000104861,5368
LOC106565813,ENSSSAG00000120343,38411
LOC106565815,ENSSSAG00000079996,2152
LOC106565816,ENSSSAG00000118342,5157
LOC106565817,ENSSSAG00000079988,19931
LOC106565818,ENSSSAG00000079952,10338
LOC106565820,ENSSSAG00000079722,4991
LOC106565821,ENSSSAG00000079702,16800
LOC106565822,ENSSSAG00000079583,9975
LOC106565823,ENSSSAG00000009363,2283
LOC106565824,ENSSSAG00000113593,13220
LOC106565826,ENSSSAG00000079512,13096
LOC106565827,ENSSSAG00000078795,46133
LOC106565828,ENSSSAG00000078755,68336
LOC106565834,ENSSSAG00000121989,40822
LOC106565835,ENSSSAG00000078671,226477
LOC106565837,ENSSSAG00000078595,10646
LOC106565838,ENSSSAG00000078589,7611
LOC106565840,ENSSSAG00000011041,1388
LOC106565841,ENSSSAG00000078077,182179
LOC106565843,ENSSSAG00000077734,30066
LOC106565847,ENSSSAG00000077709,11140
LOC106565854,ENSSSAG00000066821,105398
LOC106565855,ENSSSAG00000002773,1208
LOC106565856,ENSSSAG00000066703,48127
LOC106565857,ENSSSAG00000066698,35263
LOC106565858,ENSSSAG00000066520,71586
LOC106565859,ENSSSAG00000066505,6717
LOC106565860,ENSSSAG00000087936,2214
LOC106565861,ENSSSAG00000066493,5743
LOC106565864,ENSSSAG00000066460,5917
LOC106565865,ENSSSAG00000066339,52492
LOC106565867,ENSSSAG00000066339,19283
LOC106565868,ENSSSAG00000064378,164599
LOC106565869,ENSSSAG00000083831,17822
LOC106565870,ENSSSAG00000054710,1556
LOC106565871,ENSSSAG00000064313,17463
LOC106565872,ENSSSAG00000064053,192737
LOC106565876,ENSSSAG00000098096,3085
LOC106565877,ENSSSAG00000092088,20068
LOC106565878,ENSSSAG00000063730,70744
LOC106565880,ENSSSAG00000063599,3738
LOC106565881,ENSSSAG00000063599,7413
LOC106565882,ENSSSAG00000059782,9456
LOC106565883,ENSSSAG00000083751,1170
LOC106565884,ENSSSAG00000083751,4654
LOC106565885,ENSSSAG00000091553,1436
LOC106565886,ENSSSAG00000059690,13154
LOC106565887,ENSSSAG00000010055,58600
LOC106565889,ENSSSAG00000004876,50437
LOC106565890,ENSSSAG00000004567,6938
LOC106565894,ENSSSAG00000074141,167741
LOC106565895,ENSSSAG00000083297,17693
LOC106565897,ENSSSAG00000074087,1842
LOC106565899,ENSSSAG00000097047,2383
LOC106565900,ENSSSAG00000074074,297449
LOC106565901,ENSSSAG00000073755,128538
LOC106565902,ENSSSAG00000069188,48678
LOC106565903,ENSSSAG00000040300,120545
LOC106565904,ENSSSAG00000069022,9626
LOC106565906,ENSSSAG00000069005,11959
LOC106565907,ENSSSAG00000070746,30105
LOC106565908,ENSSSAG00000106989,1245
LOC106565912,ENSSSAG00000035123,446840
LOC106565913,ENSSSAG00000064835,106151
LOC106565915,ENSSSAG00000035123,8764
LOC106565917,ENSSSAG00000106677,10432
LOC106565918,ENSSSAG00000106677,10167
LOC106565921,ENSSSAG00000080978,1383
LOC106565923,ENSSSAG00000103526,147899
LOC106565925,ENSSSAG00000043049,623
LOC106565927,ENSSSAG00000005663,4768
LOC106565928,ENSSSAG00000080884,9641
LOC106565931,ENSSSAG00000078515,44022
LOC106565934,ENSSSAG00000087936,5618
LOC106565942,ENSSSAG00000077580,1551
LOC106565945,ENSSSAG00000006413,5253
LOC106565946,ENSSSAG00000081295,1733
LOC106565947,ENSSSAG00000081051,6543
LOC106565949,ENSSSAG00000088324,2461
LOC106565950,ENSSSAG00000082160,895
LOC106565951,ENSSSAG00000059782,4262
LOC106565952,ENSSSAG00000074719,1442
LOC106565955,ENSSSAG00000068603,1419
LOC106565956,ENSSSAG00000068599,1134
LOC106565957,ENSSSAG00000068598,1190
LOC106565958,ENSSSAG00000098509,1122
LOC106565959,ENSSSAG00000064545,9901
LOC106565960,ENSSSAG00000081372,11789
LOC106565962,ENSSSAG00000081365,163114
LOC106565963,ENSSSAG00000008013,5713
LOC106565964,ENSSSAG00000081375,402794
LOC106565966,ENSSSAG00000081375,3497
LOC106565967,ENSSSAG00000093823,19064
LOC106565969,ENSSSAG00000118304,53870
LOC106565970,ENSSSAG00000038600,5208
LOC106565971,ENSSSAG00000038831,21710
LOC106565972,ENSSSAG00000039210,5973
LOC106565973,ENSSSAG00000042591,202372
LOC106565977,ENSSSAG00000039297,1908
LOC106565979,ENSSSAG00000112576,7179
LOC106565980,ENSSSAG00000039847,9248
LOC106565981,ENSSSAG00000039967,4351
LOC106565983,ENSSSAG00000040030,2180
LOC106565985,ENSSSAG00000057740,6050
LOC106565986,ENSSSAG00000047649,44247
LOC106565988,ENSSSAG00000043980,35396
LOC106565989,ENSSSAG00000105302,8427
LOC106565990,ENSSSAG00000043481,11396
LOC106565991,ENSSSAG00000043375,3620
LOC106565992,ENSSSAG00000043401,5877
LOC106565993,ENSSSAG00000042815,7410
LOC106565994,ENSSSAG00000042342,21216
LOC106565995,ENSSSAG00000042322,6625
LOC106565996,ENSSSAG00000042194,3213
LOC106565997,ENSSSAG00000042172,20350
LOC106565998,ENSSSAG00000042125,6730
LOC106565999,ENSSSAG00000117904,5512
LOC106566000,ENSSSAG00000040030,325480
LOC106566001,ENSSSAG00000041345,28850
LOC106566002,ENSSSAG00000042065,1503
LOC106566003,ENSSSAG00000042147,14405
LOC106566010,ENSSSAG00000091907,12561
LOC106566011,ENSSSAG00000007065,19053
LOC106566012,ENSSSAG00000006799,32003
LOC106566013,ENSSSAG00000112102,17384
LOC106566014,ENSSSAG00000103389,3394
LOC106566015,ENSSSAG00000039813,207323
LOC106566018,ENSSSAG00000004198,27153
LOC106566020,ENSSSAG00000004175,20930
LOC106566021,ENSSSAG00000004157,11538
LOC106566022,ENSSSAG00000111107,44790
LOC106566023,ENSSSAG00000071742,24660
LOC106566024,ENSSSAG00000071694,107305
LOC106566026,ENSSSAG00000071655,18167
LOC106566027,ENSSSAG00000071648,12839
LOC106566028,ENSSSAG00000071165,73702
LOC106566029,ENSSSAG00000077051,6197
LOC106566031,ENSSSAG00000070694,7711
LOC106566032,ENSSSAG00000070694,10097
LOC106566033,ENSSSAG00000087713,4469
LOC106566035,ENSSSAG00000070684,3845
LOC106566037,ENSSSAG00000107650,8255
LOC106566038,ENSSSAG00000117648,11386
LOC106566039,ENSSSAG00000119978,12629
LOC106566040,ENSSSAG00000094855,6469
LOC106566041,ENSSSAG00000070589,25171
LOC106566043,ENSSSAG00000070580,19030
LOC106566044,ENSSSAG00000091161,140790
LOC106566045,ENSSSAG00000093578,42338
LOC106566046,ENSSSAG00000069988,6752
LOC106566047,ENSSSAG00000064739,11804
LOC106566048,ENSSSAG00000100612,44119
LOC106566049,ENSSSAG00000064708,173643
LOC106566050,ENSSSAG00000042632,5081
LOC106566051,ENSSSAG00000064700,9251
LOC106566052,ENSSSAG00000064683,24885
LOC106566053,ENSSSAG00000064676,8199
LOC106566054,ENSSSAG00000064672,6449
LOC106566055,ENSSSAG00000064664,6904
LOC106566056,ENSSSAG00000060157,25785
LOC106566060,ENSSSAG00000113950,2307
LOC106566061,ENSSSAG00000059418,757
LOC106566066,ENSSSAG00000085290,29078
LOC106566068,ENSSSAG00000047891,853
LOC106566069,ENSSSAG00000070694,3903
LOC106566075,ENSSSAG00000070694,1702
LOC106566076,ENSSSAG00000070694,2773
LOC106566077,ENSSSAG00000077182,32706
LOC106566080,ENSSSAG00000007612,70959
LOC106566084,ENSSSAG00000115678,5239
LOC106566091,ENSSSAG00000039974,2588
LOC106566099,ENSSSAG00000048046,5008
LOC106566100,ENSSSAG00000009852,153696
LOC106566105,ENSSSAG00000015707,45516
LOC106566108,ENSSSAG00000015787,10088
LOC106566109,ENSSSAG00000090594,4600
LOC106566111,ENSSSAG00000031237,9862
LOC106566112,ENSSSAG00000092320,3737
LOC106566113,ENSSSAG00000088360,284658
LOC106566114,ENSSSAG00000015735,9860
LOC106566115,ENSSSAG00000094059,65442
LOC106566119,ENSSSAG00000045938,84898
LOC106566123,ENSSSAG00000031772,180051
LOC106566126,ENSSSAG00000045994,89869
LOC106566127,ENSSSAG00000104549,4723
LOC106566130,ENSSSAG00000102589,97360
LOC106566131,ENSSSAG00000046598,21290
LOC106566132,ENSSSAG00000083192,4879
LOC106566134,ENSSSAG00000083192,9648
LOC106566140,ENSSSAG00000115014,3813
LOC106566147,ENSSSAG00000091458,26467
LOC106566148,ENSSSAG00000093362,5124
LOC106566150,ENSSSAG00000046870,127819
LOC106566152,ENSSSAG00000059561,42885
LOC106566155,ENSSSAG00000058802,6425
LOC106566156,ENSSSAG00000003729,40751
LOC106566157,ENSSSAG00000058768,10469
LOC106566158,ENSSSAG00000055116,47870
LOC106566159,ENSSSAG00000120768,2719
LOC106566160,ENSSSAG00000055016,13119
LOC106566161,ENSSSAG00000089742,26921
LOC106566164,ENSSSAG00000048071,66254
LOC106566167,ENSSSAG00000110532,20779
LOC106566170,ENSSSAG00000004308,66241
LOC106566173,ENSSSAG00000005763,21373
LOC106566175,ENSSSAG00000005784,3757
LOC106566182,ENSSSAG00000039620,43567
LOC106566185,ENSSSAG00000082299,2323
LOC106566187,ENSSSAG00000082299,1526
LOC106566188,ENSSSAG00000042975,4815
LOC106566189,ENSSSAG00000108536,9877
LOC106566190,ENSSSAG00000067468,1171
LOC106566192,ENSSSAG00000067468,84690
LOC106566194,ENSSSAG00000043397,39840
LOC106566196,ENSSSAG00000047167,105533
LOC106566197,ENSSSAG00000006160,173553
LOC106566198,ENSSSAG00000042697,6669
LOC106566201,ENSSSAG00000087271,9395
LOC106566202,ENSSSAG00000106568,23650
LOC106566205,ENSSSAG00000080511,28255
LOC106566206,ENSSSAG00000079104,396414
LOC106566211,ENSSSAG00000107019,5280
LOC106566212,ENSSSAG00000065584,395893
LOC106566213,ENSSSAG00000054650,42213
LOC106566214,ENSSSAG00000062654,86143
LOC106566219,ENSSSAG00000012748,981
LOC106566220,ENSSSAG00000082077,4134
LOC106566221,ENSSSAG00000065575,41670
LOC106566225,ENSSSAG00000093486,47734
LOC106566226,ENSSSAG00000012748,44098
LOC106566228,ENSSSAG00000095817,22544
LOC106566229,ENSSSAG00000066901,14032
LOC106566230,ENSSSAG00000066907,6438
LOC106566233,ENSSSAG00000047688,220842
LOC106566234,ENSSSAG00000106786,16121
LOC106566236,ENSSSAG00000067640,20196
LOC106566237,ENSSSAG00000067808,12934
LOC106566240,ENSSSAG00000106051,41471
LOC106566241,ENSSSAG00000083746,19518
LOC106566244,ENSSSAG00000067803,29925
LOC106566245,ENSSSAG00000067803,5416
LOC106566246,ENSSSAG00000067872,32495
LOC106566248,ENSSSAG00000102125,20795
LOC106566252,ENSSSAG00000067912,1472
LOC106566253,ENSSSAG00000106786,2314
LOC106566255,ENSSSAG00000067916,43536
LOC106566256,ENSSSAG00000067916,862
LOC106566258,ENSSSAG00000067931,120064
LOC106566260,ENSSSAG00000103150,5264
LOC106566262,ENSSSAG00000111615,14411
LOC106566266,ENSSSAG00000098714,4456
LOC106566271,ENSSSAG00000068210,967
LOC106566273,ENSSSAG00000038561,45623
LOC106566274,ENSSSAG00000038561,222798
LOC106566275,ENSSSAG00000039252,55372
LOC106566281,ENSSSAG00000082361,4531
LOC106566283,ENSSSAG00000091386,694
LOC106566288,ENSSSAG00000118795,39411
LOC106566289,ENSSSAG00000041270,78131
LOC106566293,ENSSSAG00000082230,8689
LOC106566294,ENSSSAG00000040344,25611
LOC106566295,ENSSSAG00000080620,128543
LOC106566298,ENSSSAG00000106709,10791
LOC106566299,ENSSSAG00000106709,21681
LOC106566301,ENSSSAG00000041057,290582
LOC106566305,ENSSSAG00000041270,178025
LOC106566306,ENSSSAG00000106480,285688
LOC106566309,ENSSSAG00000000610,6792
LOC106566310,ENSSSAG00000050346,21098
LOC106566317,ENSSSAG00000041614,97632
LOC106566318,ENSSSAG00000097446,2504
LOC106566319,ENSSSAG00000093666,71128
LOC106566321,ENSSSAG00000041646,14584
LOC106566322,ENSSSAG00000101897,2015
LOC106566323,ENSSSAG00000041740,32881
LOC106566326,ENSSSAG00000042378,41392
LOC106566328,ENSSSAG00000110115,49063
LOC106566331,ENSSSAG00000099605,40409
LOC106566332,ENSSSAG00000091092,276908
LOC106566340,ENSSSAG00000048356,108443
LOC106566343,ENSSSAG00000055052,42558
LOC106566345,ENSSSAG00000056477,6831
LOC106566346,ENSSSAG00000084761,4215
LOC106566349,ENSSSAG00000090922,166235
LOC106566350,ENSSSAG00000096211,45514
LOC106566357,ENSSSAG00000056563,78792
LOC106566358,ENSSSAG00000056569,10812
LOC106566359,ENSSSAG00000056575,2536
LOC106566361,ENSSSAG00000110276,35807
LOC106566362,ENSSSAG00000040635,15173
LOC106566364,ENSSSAG00000040795,16971
LOC106566365,ENSSSAG00000040670,31919
LOC106566367,ENSSSAG00000119038,12044
LOC106566369,ENSSSAG00000070697,27042
LOC106566370,ENSSSAG00000112984,18021
LOC106566373,ENSSSAG00000038629,11017
LOC106566374,ENSSSAG00000056888,4798
LOC106566376,ENSSSAG00000056888,9181
LOC106566378,ENSSSAG00000056874,10086
LOC106566379,ENSSSAG00000056853,19358
LOC106566381,ENSSSAG00000083702,20204
LOC106566382,ENSSSAG00000056810,22560
LOC106566383,ENSSSAG00000056636,29251
LOC106566385,ENSSSAG00000118403,66836
LOC106566387,ENSSSAG00000095600,68560
LOC106566390,ENSSSAG00000082606,1394
LOC106566391,ENSSSAG00000084407,1564
LOC106566393,ENSSSAG00000112172,12977
