name,ensembl_gene_id
ensembl_A,ENSSSAG00000038975
ensembl_B,ENSSSAG00000058050
ensembl_B,ENSSSAG00000059365
ensembl_A,ENSSSAG00000005365
ensembl_B,ENSSSAG00000066717
ensembl_A,ENSSSAG00000088742
ensembl_B,ENSSSAG00000062440
ensembl_A,ENSSSAG00000064961
ensembl_B,ENSSSAG00000047965
ensembl_A,ENSSSAG00000074738
ensembl_B,ENSSSAG00000048014
ensembl_A,ENSSSAG00000066781
ensembl_B,ENSSSAG00000047878
ensembl_A,ENSSSAG00000081519
ensembl_B,ENSSSAG00000116544
ensembl_A,ENSSSAG00000084452
ensembl_B,ENSSSAG00000090794
ensembl_A,ENSSSAG00000087000
ensembl_B,ENSSSAG00000085502
ensembl_A,ENSSSAG00000044707
ensembl_B,ENSSSAG00000066617
ensembl_A,ENSSSAG00000112402
ensembl_B,ENSSSAG00000073482
ensembl_A,ENSSSAG00000099780
ensembl_B,ENSSSAG00000073534
ensembl_A,ENSSSAG00000067170
ensembl_B,ENSSSAG00000073254
ensembl_A,ENSSSAG00000108736
ensembl_B,ENSSSAG00000041056
ensembl_A,ENSSSAG00000002535
ensembl_B,ENSSSAG00000067187
ensembl_A,ENSSSAG00000087746
ensembl_B,ENSSSAG00000041128
ensembl_A,ENSSSAG00000016736
ensembl_B,ENSSSAG00000071571
ensembl_A,ENSSSAG00000049640
ensembl_B,ENSSSAG00000042905
ensembl_A,ENSSSAG00000048030
ensembl_B,ENSSSAG00000041651
ensembl_A,ENSSSAG00000093448
ensembl_B,ENSSSAG00000056166
ensembl_A,ENSSSAG00000066490
ensembl_B,ENSSSAG00000042830
ensembl_A,ENSSSAG00000074550
ensembl_B,ENSSSAG00000093215
ensembl_A,ENSSSAG00000122213
ensembl_B,ENSSSAG00000069341
ensembl_A,ENSSSAG00000067347
ensembl_B,ENSSSAG00000069970
ensembl_A,ENSSSAG00000092776
ensembl_B,ENSSSAG00000109100
ensembl_A,ENSSSAG00000076899
ensembl_B,ENSSSAG00000072221
ensembl_A,ENSSSAG00000090164
ensembl_B,ENSSSAG00000044921
ensembl_A,ENSSSAG00000008290
ensembl_B,ENSSSAG00000111597
ensembl_A,ENSSSAG00000052029
ensembl_B,ENSSSAG00000054419
ensembl_A,ENSSSAG00000091193
ensembl_B,ENSSSAG00000044530
ensembl_A,ENSSSAG00000016312
ensembl_B,ENSSSAG00000067476
ensembl_A,ENSSSAG00000078817
ensembl_B,ENSSSAG00000113520
ensembl_A,ENSSSAG00000061432
ensembl_B,ENSSSAG00000067647
ensembl_A,ENSSSAG00000094379
ensembl_B,ENSSSAG00000046257
ensembl_A,ENSSSAG00000078647
ensembl_B,ENSSSAG00000067704
ensembl_A,ENSSSAG00000077977
ensembl_B,ENSSSAG00000041575
ensembl_A,ENSSSAG00000074607
ensembl_B,ENSSSAG00000040791
ensembl_A,ENSSSAG00000079642
ensembl_B,ENSSSAG00000056399
ensembl_A,ENSSSAG00000116652
ensembl_B,ENSSSAG00000065724
ensembl_A,ENSSSAG00000063936
ensembl_B,ENSSSAG00000067099
ensembl_A,ENSSSAG00000008579
ensembl_B,ENSSSAG00000109138
ensembl_A,ENSSSAG00000076571
ensembl_B,ENSSSAG00000120883
ensembl_A,ENSSSAG00000097843
ensembl_B,ENSSSAG00000058643
ensembl_A,ENSSSAG00000071284
ensembl_B,ENSSSAG00000095110
ensembl_A,ENSSSAG00000054376
ensembl_B,ENSSSAG00000055938
ensembl_A,ENSSSAG00000028652
ensembl_B,ENSSSAG00000064908
ensembl_A,ENSSSAG00000040632
ensembl_B,ENSSSAG00000077638
ensembl_A,ENSSSAG00000081663
ensembl_B,ENSSSAG00000055954
ensembl_A,ENSSSAG00000004802
ensembl_B,ENSSSAG00000077676
ensembl_A,ENSSSAG00000065890
ensembl_B,ENSSSAG00000087300
ensembl_A,ENSSSAG00000008869
ensembl_B,ENSSSAG00000096954
ensembl_A,ENSSSAG00000076754
ensembl_B,ENSSSAG00000104426
ensembl_A,ENSSSAG00000039899
ensembl_B,ENSSSAG00000049688
ensembl_A,ENSSSAG00000119742
ensembl_B,ENSSSAG00000006144
ensembl_A,ENSSSAG00000076319
ensembl_B,ENSSSAG00000068500
ensembl_A,ENSSSAG00000048073
ensembl_B,ENSSSAG00000068338
ensembl_A,ENSSSAG00000032055
ensembl_B,ENSSSAG00000066450
ensembl_A,ENSSSAG00000077659
ensembl_B,ENSSSAG00000055414
ensembl_A,ENSSSAG00000052655
ensembl_B,ENSSSAG00000007294
ensembl_A,ENSSSAG00000006777
ensembl_B,ENSSSAG00000007286
ensembl_A,ENSSSAG00000007031
ensembl_B,ENSSSAG00000093278
ensembl_A,ENSSSAG00000086172
ensembl_B,ENSSSAG00000074295
ensembl_A,ENSSSAG00000000389
ensembl_B,ENSSSAG00000068565
ensembl_A,ENSSSAG00000005195
ensembl_B,ENSSSAG00000075652
ensembl_A,ENSSSAG00000071774
ensembl_B,ENSSSAG00000093782
ensembl_A,ENSSSAG00000062802
ensembl_B,ENSSSAG00000078168
ensembl_A,ENSSSAG00000054746
ensembl_B,ENSSSAG00000110522
ensembl_A,ENSSSAG00000058816
ensembl_B,ENSSSAG00000063131
ensembl_A,ENSSSAG00000049929
ensembl_B,ENSSSAG00000063211
ensembl_A,ENSSSAG00000070390
ensembl_B,ENSSSAG00000040424
ensembl_A,ENSSSAG00000005885
ensembl_B,ENSSSAG00000108728
ensembl_A,ENSSSAG00000041859
ensembl_B,ENSSSAG00000071514
ensembl_A,ENSSSAG00000066945
ensembl_B,ENSSSAG00000044436
ensembl_A,ENSSSAG00000039229
ensembl_B,ENSSSAG00000044238
ensembl_A,ENSSSAG00000012970
ensembl_B,ENSSSAG00000073342
ensembl_A,ENSSSAG00000064674
ensembl_B,ENSSSAG00000074054
ensembl_A,ENSSSAG00000055442
ensembl_B,ENSSSAG00000054267
ensembl_A,ENSSSAG00000085691
ensembl_B,ENSSSAG00000116284
ensembl_A,ENSSSAG00000100080
ensembl_B,ENSSSAG00000066133
ensembl_A,ENSSSAG00000048870
ensembl_B,ENSSSAG00000041466
ensembl_A,ENSSSAG00000054902
ensembl_B,ENSSSAG00000047884
ensembl_A,ENSSSAG00000119324
ensembl_B,ENSSSAG00000012488
ensembl_A,ENSSSAG00000045829
ensembl_B,ENSSSAG00000041893
ensembl_A,ENSSSAG00000005785
ensembl_B,ENSSSAG00000073118
ensembl_A,ENSSSAG00000066552
ensembl_B,ENSSSAG00000048397
ensembl_A,ENSSSAG00000046800
ensembl_B,ENSSSAG00000089088
ensembl_A,ENSSSAG00000002870
ensembl_B,ENSSSAG00000089855
ensembl_A,ENSSSAG00000111398
ensembl_B,ENSSSAG00000121441
ensembl_A,ENSSSAG00000081331
ensembl_B,ENSSSAG00000046323
ensembl_A,ENSSSAG00000076313
ensembl_B,ENSSSAG00000047923
ensembl_A,ENSSSAG00000103873
ensembl_B,ENSSSAG00000095191
ensembl_A,ENSSSAG00000076820
ensembl_B,ENSSSAG00000052401
ensembl_A,ENSSSAG00000013940
ensembl_B,ENSSSAG00000063869
ensembl_A,ENSSSAG00000003853
ensembl_B,ENSSSAG00000071431
ensembl_A,ENSSSAG00000027762
ensembl_B,ENSSSAG00000103557
ensembl_A,ENSSSAG00000072298
ensembl_B,ENSSSAG00000071477
ensembl_A,ENSSSAG00000063140
ensembl_B,ENSSSAG00000069220
ensembl_A,ENSSSAG00000055992
ensembl_B,ENSSSAG00000088630
ensembl_A,ENSSSAG00000054084
ensembl_B,ENSSSAG00000048641
ensembl_A,ENSSSAG00000042280
ensembl_B,ENSSSAG00000074375
ensembl_A,ENSSSAG00000093182
ensembl_B,ENSSSAG00000116274
ensembl_A,ENSSSAG00000001311
ensembl_B,ENSSSAG00000069168
ensembl_A,ENSSSAG00000107749
ensembl_B,ENSSSAG00000077465
ensembl_A,ENSSSAG00000002315
ensembl_B,ENSSSAG00000083480
ensembl_A,ENSSSAG00000106647
ensembl_B,ENSSSAG00000093511
ensembl_A,ENSSSAG00000064827
ensembl_B,ENSSSAG00000006321
ensembl_A,ENSSSAG00000004476
ensembl_B,ENSSSAG00000051864
ensembl_A,ENSSSAG00000004349
ensembl_B,ENSSSAG00000072734
ensembl_A,ENSSSAG00000075646
ensembl_B,ENSSSAG00000109131
ensembl_A,ENSSSAG00000001566
ensembl_B,ENSSSAG00000071203
ensembl_A,ENSSSAG00000069788
ensembl_B,ENSSSAG00000063431
ensembl_A,ENSSSAG00000074668
ensembl_B,ENSSSAG00000115834
ensembl_A,ENSSSAG00000082853
ensembl_B,ENSSSAG00000114513
ensembl_A,ENSSSAG00000074369
ensembl_B,ENSSSAG00000043630
ensembl_A,ENSSSAG00000040519
ensembl_B,ENSSSAG00000104260
ensembl_A,ENSSSAG00000010609
ensembl_B,ENSSSAG00000108830
ensembl_A,ENSSSAG00000006391
ensembl_B,ENSSSAG00000069403
ensembl_A,ENSSSAG00000002340
ensembl_B,ENSSSAG00000089482
ensembl_A,ENSSSAG00000101693
ensembl_B,ENSSSAG00000102910
ensembl_A,ENSSSAG00000001984
ensembl_B,ENSSSAG00000073344
ensembl_A,ENSSSAG00000063975
ensembl_B,ENSSSAG00000037239
ensembl_A,ENSSSAG00000048069
ensembl_B,ENSSSAG00000044494
ensembl_A,ENSSSAG00000003499
ensembl_B,ENSSSAG00000119308
ensembl_A,ENSSSAG00000054921
ensembl_A,ENSSSAG00000078852
ensembl_B,ENSSSAG00000072776
ensembl_A,ENSSSAG00000111735
ensembl_B,ENSSSAG00000009165
ensembl_A,ENSSSAG00000066736
ensembl_B,ENSSSAG00000044386
ensembl_A,ENSSSAG00000069932
ensembl_B,ENSSSAG00000044727
ensembl_A,ENSSSAG00000074996
ensembl_B,ENSSSAG00000043932
ensembl_A,ENSSSAG00000076230
ensembl_B,ENSSSAG00000096927
ensembl_A,ENSSSAG00000091674
ensembl_B,ENSSSAG00000010193
ensembl_A,ENSSSAG00000113557
ensembl_B,ENSSSAG00000006588
ensembl_A,ENSSSAG00000070225
ensembl_B,ENSSSAG00000007252
ensembl_A,ENSSSAG00000005920
ensembl_B,ENSSSAG00000112886
ensembl_A,ENSSSAG00000099468
ensembl_B,ENSSSAG00000046072
ensembl_A,ENSSSAG00000063615
ensembl_B,ENSSSAG00000078051
ensembl_A,ENSSSAG00000044192
ensembl_B,ENSSSAG00000105688
ensembl_A,ENSSSAG00000083043
ensembl_B,ENSSSAG00000007767
ensembl_A,ENSSSAG00000105888
ensembl_B,ENSSSAG00000066711
ensembl_A,ENSSSAG00000097788
ensembl_B,ENSSSAG00000080019
ensembl_A,ENSSSAG00000076885
ensembl_B,ENSSSAG00000080012
ensembl_A,ENSSSAG00000040562
ensembl_B,ENSSSAG00000086977
ensembl_A,ENSSSAG00000065732
ensembl_B,ENSSSAG00000078597
ensembl_A,ENSSSAG00000113482
ensembl_B,ENSSSAG00000054024
ensembl_A,ENSSSAG00000067886
ensembl_B,ENSSSAG00000006674
ensembl_A,ENSSSAG00000068972
ensembl_B,ENSSSAG00000056556
ensembl_A,ENSSSAG00000090540
ensembl_B,ENSSSAG00000040976
ensembl_A,ENSSSAG00000073315
ensembl_B,ENSSSAG00000079563
ensembl_A,ENSSSAG00000039375
ensembl_B,ENSSSAG00000081017
ensembl_A,ENSSSAG00000108226
ensembl_B,ENSSSAG00000007990
ensembl_A,ENSSSAG00000119412
ensembl_B,ENSSSAG00000051551
ensembl_A,ENSSSAG00000080325
ensembl_B,ENSSSAG00000073042
ensembl_A,ENSSSAG00000008685
ensembl_B,ENSSSAG00000116937
ensembl_A,ENSSSAG00000083694
ensembl_B,ENSSSAG00000108100
ensembl_A,ENSSSAG00000073748
ensembl_B,ENSSSAG00000077786
ensembl_A,ENSSSAG00000080008
ensembl_B,ENSSSAG00000108132
ensembl_A,ENSSSAG00000069204
ensembl_B,ENSSSAG00000115333
ensembl_A,ENSSSAG00000081658
ensembl_B,ENSSSAG00000066045
ensembl_A,ENSSSAG00000052229
ensembl_B,ENSSSAG00000110423
ensembl_A,ENSSSAG00000078869
ensembl_B,ENSSSAG00000077778
ensembl_A,ENSSSAG00000095424
ensembl_B,ENSSSAG00000007476
ensembl_A,ENSSSAG00000116160
ensembl_B,ENSSSAG00000058679
ensembl_A,ENSSSAG00000075153
ensembl_B,ENSSSAG00000059116
ensembl_A,ENSSSAG00000087400
ensembl_B,ENSSSAG00000017232
ensembl_A,ENSSSAG00000038552
ensembl_B,ENSSSAG00000119743
ensembl_A,ENSSSAG00000078540
ensembl_B,ENSSSAG00000069562
ensembl_A,ENSSSAG00000049259
ensembl_B,ENSSSAG00000118099
ensembl_A,ENSSSAG00000093882
ensembl_B,ENSSSAG00000059761
ensembl_A,ENSSSAG00000110575
ensembl_B,ENSSSAG00000068463
ensembl_A,ENSSSAG00000078086
ensembl_B,ENSSSAG00000096692
ensembl_A,ENSSSAG00000077691
ensembl_B,ENSSSAG00000081215
ensembl_A,ENSSSAG00000116632
ensembl_B,ENSSSAG00000086687
ensembl_A,ENSSSAG00000066271
ensembl_B,ENSSSAG00000078982
ensembl_A,ENSSSAG00000115270
ensembl_B,ENSSSAG00000120955
ensembl_A,ENSSSAG00000004752
ensembl_B,ENSSSAG00000074511
ensembl_A,ENSSSAG00000095820
ensembl_B,ENSSSAG00000077549
ensembl_A,ENSSSAG00000057067
ensembl_B,ENSSSAG00000106820
ensembl_A,ENSSSAG00000008639
ensembl_B,ENSSSAG00000078700
ensembl_A,ENSSSAG00000098279
ensembl_B,ENSSSAG00000078725
ensembl_A,ENSSSAG00000024837
ensembl_B,ENSSSAG00000080323
ensembl_A,ENSSSAG00000112620
ensembl_B,ENSSSAG00000051852
ensembl_A,ENSSSAG00000065372
ensembl_B,ENSSSAG00000052041
ensembl_A,ENSSSAG00000006809
ensembl_B,ENSSSAG00000055794
ensembl_A,ENSSSAG00000095155
ensembl_B,ENSSSAG00000066989
ensembl_A,ENSSSAG00000065470
ensembl_B,ENSSSAG00000074304
ensembl_A,ENSSSAG00000074912
ensembl_B,ENSSSAG00000072406
ensembl_A,ENSSSAG00000084437
ensembl_B,ENSSSAG00000071345
ensembl_A,ENSSSAG00000004426
ensembl_B,ENSSSAG00000098523
ensembl_A,ENSSSAG00000054939
ensembl_B,ENSSSAG00000053913
ensembl_A,ENSSSAG00000098197
ensembl_B,ENSSSAG00000120394
ensembl_A,ENSSSAG00000001065
ensembl_B,ENSSSAG00000072242
ensembl_A,ENSSSAG00000074172
ensembl_B,ENSSSAG00000100365
ensembl_A,ENSSSAG00000008188
ensembl_B,ENSSSAG00000040985
ensembl_A,ENSSSAG00000109959
ensembl_B,ENSSSAG00000041048
ensembl_A,ENSSSAG00000064182
ensembl_B,ENSSSAG00000109466
ensembl_A,ENSSSAG00000066297
ensembl_B,ENSSSAG00000010155
ensembl_A,ENSSSAG00000087185
ensembl_B,ENSSSAG00000078192
ensembl_A,ENSSSAG00000118635
ensembl_B,ENSSSAG00000101618
ensembl_A,ENSSSAG00000002622
ensembl_B,ENSSSAG00000003021
ensembl_A,ENSSSAG00000079931
ensembl_B,ENSSSAG00000115764
ensembl_A,ENSSSAG00000018923
ensembl_B,ENSSSAG00000000151
ensembl_A,ENSSSAG00000076506
ensembl_B,ENSSSAG00000065377
ensembl_A,ENSSSAG00000064319
ensembl_B,ENSSSAG00000117349
ensembl_A,ENSSSAG00000046599
ensembl_B,ENSSSAG00000067298
ensembl_A,ENSSSAG00000009555
ensembl_B,ENSSSAG00000121775
ensembl_A,ENSSSAG00000046550
ensembl_B,ENSSSAG00000079701
ensembl_A,ENSSSAG00000007518
ensembl_B,ENSSSAG00000080209
ensembl_B,ENSSSAG00000054893
ensembl_A,ENSSSAG00000039934
ensembl_B,ENSSSAG00000065517
ensembl_A,ENSSSAG00000015787
ensembl_B,ENSSSAG00000041540
ensembl_A,ENSSSAG00000041153
ensembl_B,ENSSSAG00000104204
ensembl_A,ENSSSAG00000002810
ensembl_B,ENSSSAG00000054554
ensembl_A,ENSSSAG00000017038
ensembl_B,ENSSSAG00000054898
ensembl_A,ENSSSAG00000074566
ensembl_A,ENSSSAG00000100619
ensembl_B,ENSSSAG00000103344
ensembl_A,ENSSSAG00000053569
ensembl_B,ENSSSAG00000114439
ensembl_A,ENSSSAG00000105316
ensembl_B,ENSSSAG00000085349
ensembl_A,ENSSSAG00000111433
ensembl_B,ENSSSAG00000070441
ensembl_A,ENSSSAG00000040203
ensembl_B,ENSSSAG00000120215
ensembl_A,ENSSSAG00000068653
ensembl_B,ENSSSAG00000010786
ensembl_A,ENSSSAG00000087757
ensembl_B,ENSSSAG00000051956
ensembl_A,ENSSSAG00000077845
ensembl_A,ENSSSAG00000106447
ensembl_B,ENSSSAG00000043589
ensembl_A,ENSSSAG00000065529
ensembl_B,ENSSSAG00000039816
ensembl_A,ENSSSAG00000004185
ensembl_B,ENSSSAG00000113721
ensembl_A,ENSSSAG00000073443
ensembl_B,ENSSSAG00000077634
ensembl_A,ENSSSAG00000015001
ensembl_B,ENSSSAG00000078040
ensembl_A,ENSSSAG00000075333
ensembl_B,ENSSSAG00000064538
ensembl_A,ENSSSAG00000106067
ensembl_B,ENSSSAG00000079460
ensembl_A,ENSSSAG00000122294
ensembl_B,ENSSSAG00000007604
ensembl_A,ENSSSAG00000117178
ensembl_B,ENSSSAG00000054556
ensembl_A,ENSSSAG00000007442
ensembl_B,ENSSSAG00000056237
ensembl_A,ENSSSAG00000074549
ensembl_B,ENSSSAG00000120982
ensembl_A,ENSSSAG00000065960
ensembl_B,ENSSSAG00000091206
ensembl_A,ENSSSAG00000073018
ensembl_B,ENSSSAG00000031908
ensembl_A,ENSSSAG00000078142
ensembl_B,ENSSSAG00000080573
ensembl_A,ENSSSAG00000004407
ensembl_B,ENSSSAG00000040607
ensembl_A,ENSSSAG00000033083
ensembl_B,ENSSSAG00000076100
ensembl_A,ENSSSAG00000071535
ensembl_B,ENSSSAG00000091038
ensembl_A,ENSSSAG00000051381
ensembl_B,ENSSSAG00000066332
ensembl_A,ENSSSAG00000074138
ensembl_B,ENSSSAG00000069153
ensembl_A,ENSSSAG00000075764
ensembl_B,ENSSSAG00000069251
ensembl_A,ENSSSAG00000072825
ensembl_B,ENSSSAG00000079036
ensembl_A,ENSSSAG00000108879
ensembl_B,ENSSSAG00000065136
ensembl_A,ENSSSAG00000087571
ensembl_B,ENSSSAG00000061774
ensembl_A,ENSSSAG00000039768
ensembl_B,ENSSSAG00000110208
ensembl_A,ENSSSAG00000004285
ensembl_B,ENSSSAG00000061065
ensembl_A,ENSSSAG00000075658
ensembl_B,ENSSSAG00000059640
ensembl_A,ENSSSAG00000054528
ensembl_B,ENSSSAG00000059163
ensembl_A,ENSSSAG00000045905
ensembl_B,ENSSSAG00000056848
ensembl_A,ENSSSAG00000096125
ensembl_B,ENSSSAG00000106489
ensembl_A,ENSSSAG00000067896
ensembl_A,ENSSSAG00000064373
ensembl_B,ENSSSAG00000074616
ensembl_A,ENSSSAG00000113868
ensembl_B,ENSSSAG00000049756
ensembl_A,ENSSSAG00000072655
ensembl_B,ENSSSAG00000052226
ensembl_A,ENSSSAG00000075700
ensembl_B,ENSSSAG00000006495
ensembl_A,ENSSSAG00000075549
ensembl_B,ENSSSAG00000105314
ensembl_A,ENSSSAG00000048602
ensembl_B,ENSSSAG00000113661
ensembl_A,ENSSSAG00000115928
ensembl_A,ENSSSAG00000070523
ensembl_B,ENSSSAG00000058535
ensembl_A,ENSSSAG00000071942
ensembl_B,ENSSSAG00000057029
ensembl_A,ENSSSAG00000077896
ensembl_B,ENSSSAG00000087751
ensembl_A,ENSSSAG00000107989
ensembl_B,ENSSSAG00000077515
ensembl_A,ENSSSAG00000076901
ensembl_B,ENSSSAG00000109246
ensembl_A,ENSSSAG00000003723
ensembl_B,ENSSSAG00000050830
ensembl_A,ENSSSAG00000121684
ensembl_B,ENSSSAG00000019881
ensembl_A,ENSSSAG00000096808
ensembl_B,ENSSSAG00000018443
ensembl_A,ENSSSAG00000075905
ensembl_B,ENSSSAG00000076385
ensembl_A,ENSSSAG00000113605
ensembl_B,ENSSSAG00000049695
ensembl_A,ENSSSAG00000082055
ensembl_B,ENSSSAG00000054282
ensembl_A,ENSSSAG00000011692
ensembl_B,ENSSSAG00000111051
ensembl_A,ENSSSAG00000038205
ensembl_B,ENSSSAG00000006805
ensembl_A,ENSSSAG00000008284
ensembl_B,ENSSSAG00000075738
ensembl_A,ENSSSAG00000092783
ensembl_B,ENSSSAG00000075399
ensembl_A,ENSSSAG00000072074
ensembl_B,ENSSSAG00000042332
ensembl_A,ENSSSAG00000046960
ensembl_B,ENSSSAG00000074529
ensembl_A,ENSSSAG00000016878
ensembl_B,ENSSSAG00000098312
ensembl_A,ENSSSAG00000076504
ensembl_B,ENSSSAG00000074256
ensembl_A,ENSSSAG00000083297
ensembl_B,ENSSSAG00000006182
ensembl_A,ENSSSAG00000066151
ensembl_B,ENSSSAG00000080130
ensembl_A,ENSSSAG00000085342
ensembl_B,ENSSSAG00000081775
ensembl_A,ENSSSAG00000000827
ensembl_B,ENSSSAG00000071656
ensembl_A,ENSSSAG00000070854
ensembl_B,ENSSSAG00000088229
ensembl_A,ENSSSAG00000104526
ensembl_B,ENSSSAG00000052042
ensembl_A,ENSSSAG00000081463
ensembl_B,ENSSSAG00000045625
ensembl_A,ENSSSAG00000066224
ensembl_B,ENSSSAG00000082482
ensembl_A,ENSSSAG00000002995
ensembl_B,ENSSSAG00000099372
ensembl_A,ENSSSAG00000119609
ensembl_B,ENSSSAG00000078817
ensembl_A,ENSSSAG00000015729
ensembl_B,ENSSSAG00000072428
ensembl_A,ENSSSAG00000091439
ensembl_B,ENSSSAG00000062839
ensembl_A,ENSSSAG00000037346
ensembl_B,ENSSSAG00000058553
ensembl_A,ENSSSAG00000096594
ensembl_B,ENSSSAG00000081888
ensembl_A,ENSSSAG00000005120
ensembl_B,ENSSSAG00000074591
ensembl_A,ENSSSAG00000042352
ensembl_B,ENSSSAG00000074579
ensembl_A,ENSSSAG00000008503
ensembl_B,ENSSSAG00000094148
ensembl_A,ENSSSAG00000051846
ensembl_B,ENSSSAG00000107131
ensembl_A,ENSSSAG00000065133
ensembl_B,ENSSSAG00000045429
ensembl_A,ENSSSAG00000110482
ensembl_B,ENSSSAG00000069891
ensembl_A,ENSSSAG00000078153
ensembl_B,ENSSSAG00000072073
ensembl_A,ENSSSAG00000101993
ensembl_B,ENSSSAG00000052749
ensembl_A,ENSSSAG00000102946
ensembl_B,ENSSSAG00000076030
ensembl_A,ENSSSAG00000121603
ensembl_B,ENSSSAG00000072149
ensembl_A,ENSSSAG00000064467
ensembl_B,ENSSSAG00000076960
ensembl_A,ENSSSAG00000082859
ensembl_B,ENSSSAG00000053696
ensembl_A,ENSSSAG00000055522
ensembl_B,ENSSSAG00000068747
ensembl_A,ENSSSAG00000078141
ensembl_B,ENSSSAG00000065617
ensembl_A,ENSSSAG00000063188
ensembl_B,ENSSSAG00000077681
ensembl_A,ENSSSAG00000065655
ensembl_B,ENSSSAG00000072676
ensembl_A,ENSSSAG00000108471
ensembl_B,ENSSSAG00000054736
ensembl_A,ENSSSAG00000118105
ensembl_B,ENSSSAG00000098616
ensembl_A,ENSSSAG00000075402
ensembl_B,ENSSSAG00000100698
ensembl_A,ENSSSAG00000008499
ensembl_B,ENSSSAG00000066596
ensembl_A,ENSSSAG00000069293
ensembl_B,ENSSSAG00000006217
ensembl_A,ENSSSAG00000069796
ensembl_B,ENSSSAG00000070064
ensembl_A,ENSSSAG00000078313
ensembl_B,ENSSSAG00000064361
ensembl_A,ENSSSAG00000046408
ensembl_B,ENSSSAG00000064744
ensembl_A,ENSSSAG00000083080
ensembl_B,ENSSSAG00000065079
ensembl_A,ENSSSAG00000111884
ensembl_B,ENSSSAG00000067690
ensembl_A,ENSSSAG00000041855
ensembl_B,ENSSSAG00000115589
ensembl_A,ENSSSAG00000056912
ensembl_B,ENSSSAG00000103276
ensembl_A,ENSSSAG00000066129
ensembl_B,ENSSSAG00000069126
ensembl_A,ENSSSAG00000067502
ensembl_B,ENSSSAG00000080830
ensembl_A,ENSSSAG00000057234
ensembl_B,ENSSSAG00000081445
ensembl_A,ENSSSAG00000072170
ensembl_B,ENSSSAG00000051568
ensembl_A,ENSSSAG00000054753
ensembl_B,ENSSSAG00000059628
ensembl_A,ENSSSAG00000015445
ensembl_B,ENSSSAG00000042565
ensembl_A,ENSSSAG00000001340
ensembl_B,ENSSSAG00000043154
ensembl_A,ENSSSAG00000079060
ensembl_B,ENSSSAG00000048250
ensembl_A,ENSSSAG00000076977
ensembl_B,ENSSSAG00000056451
ensembl_A,ENSSSAG00000075021
ensembl_B,ENSSSAG00000105234
ensembl_A,ENSSSAG00000045868
ensembl_B,ENSSSAG00000117020
ensembl_A,ENSSSAG00000004766
ensembl_B,ENSSSAG00000063499
ensembl_A,ENSSSAG00000008099
ensembl_B,ENSSSAG00000068476
ensembl_A,ENSSSAG00000006662
ensembl_B,ENSSSAG00000067990
ensembl_A,ENSSSAG00000053652
ensembl_B,ENSSSAG00000068100
ensembl_B,ENSSSAG00000073039
ensembl_A,ENSSSAG00000075541
ensembl_B,ENSSSAG00000073023
ensembl_A,ENSSSAG00000074634
ensembl_B,ENSSSAG00000068096
ensembl_A,ENSSSAG00000008283
ensembl_B,ENSSSAG00000103937
ensembl_A,ENSSSAG00000008372
ensembl_B,ENSSSAG00000094760
ensembl_A,ENSSSAG00000071876
ensembl_B,ENSSSAG00000066837
ensembl_A,ENSSSAG00000104737
ensembl_B,ENSSSAG00000068118
ensembl_A,ENSSSAG00000006311
ensembl_B,ENSSSAG00000057316
ensembl_A,ENSSSAG00000002459
ensembl_B,ENSSSAG00000053327
ensembl_A,ENSSSAG00000105794
ensembl_B,ENSSSAG00000082070
ensembl_A,ENSSSAG00000074546
ensembl_B,ENSSSAG00000066689
ensembl_A,ENSSSAG00000116081
ensembl_B,ENSSSAG00000067456
ensembl_A,ENSSSAG00000004585
ensembl_B,ENSSSAG00000074153
ensembl_A,ENSSSAG00000052997
ensembl_B,ENSSSAG00000108666
ensembl_A,ENSSSAG00000105357
ensembl_B,ENSSSAG00000102520
ensembl_A,ENSSSAG00000111352
ensembl_A,ENSSSAG00000007683
ensembl_B,ENSSSAG00000051579
ensembl_A,ENSSSAG00000052321
ensembl_B,ENSSSAG00000064199
ensembl_A,ENSSSAG00000073723
ensembl_B,ENSSSAG00000067909
ensembl_A,ENSSSAG00000061084
ensembl_B,ENSSSAG00000068751
ensembl_A,ENSSSAG00000049154
ensembl_B,ENSSSAG00000081659
ensembl_A,ENSSSAG00000086720
ensembl_B,ENSSSAG00000118282
ensembl_A,ENSSSAG00000101357
ensembl_B,ENSSSAG00000075805
ensembl_A,ENSSSAG00000045457
ensembl_B,ENSSSAG00000051104
ensembl_A,ENSSSAG00000084203
ensembl_B,ENSSSAG00000081274
ensembl_A,ENSSSAG00000008505
ensembl_B,ENSSSAG00000092388
ensembl_A,ENSSSAG00000076066
ensembl_B,ENSSSAG00000117779
ensembl_A,ENSSSAG00000003060
ensembl_B,ENSSSAG00000111295
ensembl_A,ENSSSAG00000077571
ensembl_B,ENSSSAG00000070650
ensembl_A,ENSSSAG00000001355
ensembl_B,ENSSSAG00000015609
ensembl_A,ENSSSAG00000117516
ensembl_B,ENSSSAG00000114178
ensembl_A,ENSSSAG00000069538
ensembl_B,ENSSSAG00000015525
ensembl_A,ENSSSAG00000099292
ensembl_B,ENSSSAG00000097483
ensembl_A,ENSSSAG00000077573
ensembl_B,ENSSSAG00000077663
ensembl_A,ENSSSAG00000061384
ensembl_B,ENSSSAG00000077252
ensembl_A,ENSSSAG00000040154
ensembl_B,ENSSSAG00000113032
ensembl_A,ENSSSAG00000042207
